,id,address,categories,city,latitude,longitude,name,postalCode,province,dateAdded_f,dateUpdated_f
2201,AWqsUU-NQTFama1Xn6l9,5626 Broadview Road,"Caterers,Bakeries,Bartending Service,Delicatessens,Fast Food Restaurants,Pizza,Restaurant Delivery Service,Restaurants,Take Out Restaurants,Wedding Supplies and Services",Cleveland,41.40896,-81.69288,Gentile's Bakery - Deli - Catering,44134,OH,2019-05-12,2019-05-12
3231,AVzBEzQZ3D1zeR_xBGhg,18070 Bagley Rd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Restaurant,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",Cleveland,41.3724,-81.8272,McDonald's,44130,OH,2017-06-19,2019-05-03
3451,AWpjpQ50sVYjT2BJ8B3L,1288 Som Center Road,"American Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops,Take Out Restaurants",Cleveland,41.52517,-81.43888,Big Boy's Burgers and Shakes,44124,OH,2019-04-28,2019-04-28
3698,AVz1W62hLD2H7whiX_Ns,1237 S.O.M. Center Rd.,"Burger Joint,Fast Food Restaurant,American Restaurant,Restaurants",Cleveland,41.52663,-81.437629,Five Guys,44124,OH,2017-06-29,2019-04-23
3763,AV1goIHdIxWefVJwf1UM,6557 Broadway Ave,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Cleveland,41.46221,-81.64337,Pizza Hut,44105,OH,2017-07-20,2019-04-22
3774,AVzBEtWP-gnIPe8DSjM6,22855 Emery Rd,"Carry-out food,Restaurant,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Chicken restaurants,Catering,Restaurants",Cleveland,41.435691,-81.51809,KFC,44128,OH,2017-06-19,2019-04-22
3910,AVzTg-4E-gnIPe8DS7y9,6677 Pearl Rd,"Carry-out food,American Restaurant,American restaurants,Fast Food Restaurants,Fast Food,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Place,Sandwich Shops",Cleveland,41.380759,-81.782945,Arbys,44130,OH,2017-06-23,2019-04-20
4522,AVwc3KaSIN2L1WUfptEG,5092 Tiedeman Rd,"Asian Restaurants,American Restaurants,Chinese Restaurant,Japanese Restaurants,Chinese Restaurants,Sushi Restaurant,Chinese Restaurant and Sushi Restaurant,Take Out Restaurants,Fast Food Restaurants,Sushi Bars,Bistros,Restaurants",Cleveland,41.423078,-81.761787,Wild Ginger China Bistro,44144,OH,2015-10-24,2019-04-15
4575,AVwch3px_7pvs4fzwF9U,7456 Broadview Rd,"Grocery Stores,Pizza,Restaurant,Chicken Wings,Florists,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Catering,Restaurants",Cleveland,41.363122,-81.685393,Pizza Hut,44134,OH,2016-02-17,2019-04-15
5036,AVwdBVO-IN2L1WUfrYZg,3362 Warren Rd,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Cleveland,41.462409,-81.802945,Subway,44111,OH,2016-03-31,2019-04-10
5057,AV0BSRr6-gnIPe8DUvf6,6629 Engle Rd,"Fast Food Restaurant,wich Place,Sandwich Place",Cleveland,41.38823,-81.82332,SUBWAY,44130,OH,2017-07-02,2019-04-10
5072,AVwd1cYT_7pvs4fz9r83,7402 Broadview Rd,"Grill Restaurants,Mexican,Tex-mex restaurants,Southwestern restaurants,Food Delivery,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Mexican Restaurant,Brunch,Fast Food Restaurant,Catering,Burrito Place",Cleveland,41.365112,-81.685438,QDOBA Mexican Eats,44134,OH,2017-01-15,2019-04-10
5324,AVzBB32XLD2H7whiWKc9,2115 Warrensville Center Rd,"Carry-out food,American Restaurant,American restaurants,Fast Food Restaurants,Karaoke,Fast Food,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Place,Sandwich Shops",Cleveland,41.50222,-81.535929,Arbys,44121,OH,2017-06-19,2019-04-05
5336,AVwclzmfByjofQCxf_Qi,7739 W Ridgewood Dr,"Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Juice Bar,Restaurants,Ice Cream Shop",Cleveland,41.383139,-81.739438,Dairy Queen,44129,OH,2015-11-24,2019-04-05
5385,AVweHR3MkufWRAb5AHZT,2075 W 25th St,"Carry-out food,Italian Restaurant,Caterers,Restaurant delivery service,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place,Catering",Cleveland,41.483479,-81.702325,Pizza Hut,44113,OH,2015-10-23,2019-04-04
5414,AVzoETR7FcQ3k02bCxVe,4001 Mayfield Rd,"Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,Karaoke,Barbecue,Spare rib restaurants,Chicken restaurants,Catering,Restaurants",Cleveland,41.5208,-81.5362,KFC,44121,OH,2017-06-27,2019-04-04
5593,AVwdWu6qIN2L1WUfu8tV,4754 Ridge Rd,"Carry-out food,Burger Joint,Restaurant,Irish Restaurants,American Restaurant,American Restaurant and Burger Joint,American restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Bars",Cleveland,41.425269,-81.735596,Rocknes,44144,OH,2015-11-11,2019-04-02
5601,AWnXU2IFsVYjT2BJwCaA,2937 Lorain Rd,Fast Food,Cleveland,41.4825,-81.7067,Wendy's,44113,OH,2019-04-01,2019-04-01
5607,AWmzRZlj3-Khe5l_7n9T,14110 Kinsman Avenue,"Traditional American,Fast Food,Chicken,Hamburgers,Restaurants,Sandwich Shops",Cleveland,41.4641,-81.5836,Rally's,44120,OH,2019-03-25,2019-04-01
5608,AWkY7R3s3-Khe5l_2Jlj,3806 West 150th Street 71 south,"Traditional American,Fast Food,Chicken,Hamburgers,Restaurants,Sandwich Shops",Cleveland,41.4511,-81.8018,Rally's,44111,OH,2019-02-23,2019-04-01
5658,AV3iVAJaa4HuVbed_BQA,9761 Vista Way,"Mexican Restaurant,Carry-out food,Mexican,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Burrito Place,Restaurants",Cleveland,41.4095,-81.6163,Chipotle Mexican Grill,44125,OH,2017-08-14,2019-04-01
5695,AV50n-d5a4HuVbedEL3g,6409 Harvard Ave,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,Sandwich Place,Restaurants",Cleveland,41.448128,-81.645068,Mr Hero,44105,OH,2017-09-12,2019-04-01
5812,AVzA_1Sw-gnIPe8DSgaR,13961 Cedar Rd,"Delis And Delicatessens,Carry-out food,Restaurant delivery service,Delicatessens,Fast Food Restaurant,wich Place,Home delivery beer and beverages,Catering,Restaurants,School information,Sandwich Shops",Cleveland,41.5014,-81.5375,Jimmy John's,44118,OH,2017-06-19,2019-04-01
5879,AVz1W62m3D1zeR_xC3QD,6225 Mayfield Rd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Cleveland,41.5205,-81.4554,McDonald's,44124,OH,2017-06-29,2019-04-01
5946,AVzoEeMO-gnIPe8DT67C,2245 Lee Rd,"Caterers,Greek Restaurant,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurants,Armenian restaurants,Restaurants,Sandwich Shops",Cleveland,41.4985,-81.5651,Best Gyros,44118,OH,2017-06-27,2019-04-01
5984,AVwc-lxT_7pvs4fz0-KB,16729 Lorain Ave,"Mexican Restaurant,Mexican Restaurant, Burrito Place, and Taco Place Kamm's Corners,Carry-out food,Restaurant,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Burrito Place,Restaurants",Cleveland,41.4502,-81.8141,Chipotle Mexican Grill,44111,OH,2016-03-31,2019-04-01
6002,AVwcoCpa_7pvs4fzxMv3,13971 Cedar Rd,"Burger Joint,Fast Food Restaurant,American Restaurant,Restaurants",Cleveland,41.5014,-81.5372,Five Guys,44118,OH,2015-11-04,2019-04-01
6005,AVzBEzTvLD2H7whiWL7D,7245 Pearl Rd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Cleveland,41.3684,-81.8031,McDonald's,44130,OH,2017-06-19,2019-04-01
6006,AVwd3DhZ_7pvs4fz95nU,16800 Chagrin Blvd,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Cleveland,41.4643,-81.5626,Pizza Hut,44120,OH,2015-10-23,2019-04-01
6043,AV1c4uYSRxPSIh2RYuNm,13901 Cedar Road,"Restaurant,Breakfast,Traditional American,Food Delivery,Fast Food,Coffeehouses,Bakeries,Catering,Restaurants,Sandwich Shops",Cleveland,41.5016,-81.5394,Panera Bread,44118,OH,2017-07-19,2019-04-01
6550,AVwdJyiQIN2L1WUfsv0y,2785 Mayfield Rd,"Auto repairing,Carry-out food,Delicatessens,Fast Food Restaurant,Mechanical contractors,Take Out Restaurants,Fast Food Restaurants,Machine shops,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Cleveland,41.511924,-81.580506,Subway,44106,OH,2016-04-03,2019-03-26
6610,AVzBB7ST3D1zeR_xBFHO,7080 Engle Rd Ste A,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Family Style Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Cleveland,41.374556,-81.825097,Penn Station East Coast Subs,44130,OH,2017-06-19,2019-03-26
6797,AWmzPvB1IxWefVJwMo0P,5815 St Clair Ave,Fast Food,Cleveland,41.523,-81.651,Wendy's,44103,OH,2019-03-25,2019-03-25
6856,AVwdfpwN_7pvs4fz6cRd,836 W Saint Clair Ave,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Cleveland,41.49914,-81.69963,Jimmy John's,44113,OH,2016-07-07,2019-03-22
8736,AVwdiXUrByjofQCxqFYA,7002 Biddulph Rd,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Cleveland,41.4304,-81.7279,Pizza Hut,44144,OH,2015-12-02,2019-02-01
8981,AV8Xpm5CIxWefVJwrQEW,4394 Montagano Blvd,"Carry-out food,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Landscape contractors,Restaurants",Cleveland,41.52938,-81.52194,Chipotle Mexican Grill,44121,OH,2017-10-13,2019-01-27
9264,AV5SdeZrRxPSIh2Rh5v_,7468 Broadview Rd,"Carry-out food,Restaurant,Caterers,Delicatessens,Karaoke,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Cleveland,41.363369,-81.68543,Jersey Mike's Subs,44134,OH,2017-09-05,2019-01-11
9284,AVwdvzGbIN2L1WUfy1AE,3255 W 117th St,"Carry-out food,Hot dog restaurants,Fried Chicken Joint,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",Cleveland,41.464745,-81.768873,Churchs Chicken,44111,OH,2016-06-06,2019-01-08
9383,AV6h9rrjRxPSIh2RlYlh,5587 Ridge Rd,"Taverns,Greek Restaurants,American restaurants,Fast Food Restaurants,Karaoke,Restaurants,Turkish restaurants,Mediterranean Restaurants,Bar and Grills,Bar and grill restaurants,Armenian restaurants,Sandwich Shops,Bars",Cleveland,41.40954,-81.73405,Gyro Spot,44129,OH,2017-09-21,2018-12-25
9469,AVwc7fflByjofQCxjvBr,2190 Brookpark Rd,"Asian Restaurants,Restaurant,Chinese Restaurant,Carry-out food,Chinese Restaurants,Chinese Restaurant Old Brooklyn,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Cleveland,41.419178,-81.696876,China Jade,44134,OH,2015-09-13,2018-12-24
9504,AV50muDoIxWefVJwplHa,5920 Mayfield Rd,"American Restaurants,Carry-out food,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Family style restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Cleveland,41.51995,-81.46576,Moe's Southwest Grill,44124,OH,2017-09-12,2018-12-23
9560,AVzBB30h-gnIPe8DShyq,3988 Mayfield Rd,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Cleveland,41.520694,-81.536728,SUBWAY,44121,OH,2017-06-19,2018-12-23
9567,AV6XikdZIxWefVJwql7V,4265 Monticello Blvd,"Carry-out food,Restaurant,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Cleveland,41.537982,-81.527118,SUBWAY,44121,OH,2017-09-19,2018-12-23
9569,AV1gfxEQa4HuVbed6-yt,6110 Mayfield Rd,"Natural food restaurants,Carry-out food,Indian restaurants,American restaurants,Take Out Restaurants,Health Food Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Juice bars,Restaurant,Vegetarian restaurants",Cleveland,41.51973,-81.45921,South India Cuisine,44124,OH,2017-07-20,2018-12-23
9627,AVweYmgsIN2L1WUf4cYK,2903 Clark Ave,"Carry-out food,Barbecued poultry,American restaurants,Fast Food,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants",Cleveland,41.46988,-81.701485,Popeye's Louisiana Kitchen,44109,OH,2015-09-28,2018-12-23
9704,AV1tcCuIa4HuVbed8DG9,5615 Mayfield Rd,"Carry-out food,Petroleum products,Delicatessens,Service stations,Take Out Restaurants,Fast Food Restaurants,Cylinder and bulk, industrial and medical gas,Restaurants,Restaurant,Trucking,wich Place,Convenience stores,Sandwiches,Sandwich Shops",Cleveland,41.52032,-81.4773,SUBWAY,44124,OH,2017-07-23,2018-12-22
9795,AVwci8VaByjofQCxfcs6,16860 Lorain Ave,"Restaurant,Turkish restaurants,Mediterranean Restaurants,Hamburger restaurants,Take Out Restaurants,Armenian restaurants,Fast food restaurants,Greek restaurants,Restaurants",Cleveland,41.450603,-81.81483,Gyro World,44111,OH,2016-03-28,2018-12-21
9893,AWCiynU83-Khe5l_c2m_,5307 Woodland Ave,"Carry-out food,Delicatessens,Service stations,Take Out Restaurants,Fast Food Restaurants,Karaoke,Chicken Restaurants,Restaurants,Barbecued poultry,Barbecue,Convenience Stores,Spare rib restaurants,Sandwiches",Cleveland,41.48843,-81.65223,Krispy Krunchy Chicken,44104,OH,2017-12-29,2018-12-14
9917,AVwdUs6g_7pvs4fz4q6n,6220 Memphis Ave,"Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Sandwich Place Old Brooklyn,Restaurants,Sandwich Shops",Cleveland,41.439938,-81.730201,SUBWAY,44144,OH,2015-09-21,2018-12-12
9950,AVzBB7V4FcQ3k02bBci-,9500 Euclid Ave M18,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Cleveland,41.4918,-81.6757,SUBWAY,44195,OH,2017-06-19,2018-12-08
2119,AWqtFZ-nZ4Yw-wtde1I-,1216 W 5th Avenue,"Seafood Restaurants,Fast Food Restaurants,Fish and Seafood Markets,Greek Restaurants,Mediterranean Restaurants,Restaurants,Take Out Restaurants",Columbus,39.98863,-83.03884,Marino's Seafood,43212,OH,2019-05-12,2019-05-12
2121,AWezH61AIxWefVJw_wNh,1932 Henderson Road,"Thai Restaurants,Asian Restaurants,Breakfast Brunch and Lunch Restaurants,,Caterers,Fast Food Restaurants,Restaurants,Seafood Restaurants,Take Out Restaurants",Columbus,40.055798,-83.07162,Bahn Thai Bistro,43220,OH,2018-12-15,2019-05-12
2247,AWiD3O9URxPSIh2R9qDB,400 S Hamilton Road,"Caterers,Delicatessens,Greek Restaurants,Mediterranean Restaurants,Health Food Restaurants,Fast Food Restaurants,Take Out Restaurants,Vegetarian Restaurants,Restaurants,Sandwich Shops",Columbus,39.9677,-82.87532,King Gyros Greek Restaurant,43213,OH,2019-01-25,2019-05-12
3219,AVwcmi1eIN2L1WUfm0xN,1881 S High St,"Greek Restaurants,American Restaurant,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Karaoke,Restaurants,American Restaurants,Restaurant,Mediterranean Restaurants,Diner,Breakfast Brunch & Lunch Restaurants,,Diner and American Restaurant,Diner and American Restaurant Merion Village",Columbus,39.9238,-82.9956,Dan's Drive In,43207,OH,2015-09-13,2019-05-03
3273,AVwdYzObByjofQCxolRB,5467 Bethel Sawmill Ctr,"Delis And Delicatessens,Restaurant,Delicatessens,wich Place,Fast Food Restaurants,Pizza Place,Catering,Sandwich Place,Restaurants,Sandwich Shops",Columbus,40.066257,-83.093486,WG Grinders,43235,OH,2016-04-02,2019-05-01
3282,AVwdk4u1kufWRAb57Pjd,1925 Hard Rd,"Delis And Delicatessens,Restaurant,Delicatessens,Sandwich Place and Food,wich Place,Fast Food Restaurants,Catering,Sandwich Place,Restaurants,Food,Sandwich Shops",Columbus,40.116766,-83.067555,WG Grinders,43235,OH,2016-07-23,2019-05-01
3579,AVwc8eHD_7pvs4fz0okA,2910 E Main St,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Columbus,39.956709,-82.920879,SUBWAY,43209,OH,2016-03-28,2019-04-26
3596,AVwcxVF7_7pvs4fzyyVX,1726 N High St,"Mexican Restaurant, Burrito Place, and Taco Place University,Carry-out food,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Restaurant,Burrito Place,Gas and electric grills",Columbus,39.997535,-83.007366,Chipotle Mexican Grill,43201,OH,2015-11-20,2019-04-26
